"county","state","total_customer_last_month","churn_count_last_month","churn_percent_fiber","churn_percent_dsl","churn_percent_only_phone"
"Lincoln","MO","4","1","0.00","1.00","0.00"
"Idaho","ID","4","1","0.00","1.00","0.00"
"Clinton","IA","1","1","0.00","1.00","0.00"
"Independence","AR","4","1","0.00","0.00","1.00"
"Dakota","MN","4","1","0.00","1.00","0.00"
"Indian River","FL","2","1","0.00","1.00","0.00"
"Milwaukee","WI","9","1","1.00","0.00","0.00"
"Wichita","TX","3","1","0.00","1.00","0.00"
"Lincoln","MT","1","1","0.00","0.00","1.00"
"Clinton","IL","3","1","0.00","0.00","1.00"
"Ionia","MI","3","1","0.00","1.00","0.00"
"Clinton","IN","4","1","0.00","1.00","0.00"
"Dakota","NE","1","1","0.00","0.00","1.00"
"Lincoln","NE","3","1","0.00","1.00","0.00"
"Iredell","NC","3","1","1.00","0.00","0.00"
"Will","IL","7","1","0.00","1.00","0.00"
"Audrain","MO","1","1","1.00","0.00","0.00"
"Marshall","IN","2","1","1.00","0.00","0.00"
"Audubon","IA","2","1","0.00","1.00","0.00"
"Clinton","OH","3","1","0.00","1.00","0.00"
"Dougherty","GA","2","1","0.00","1.00","0.00"
"Barber","KS","2","1","0.00","1.00","0.00"
"Lincoln","OK","4","1","0.00","0.00","1.00"
"Dorchester","SC","1","1","0.00","1.00","0.00"
"Brown","TX","2","1","1.00","0.00","0.00"
"Isabela","PR","1","1","1.00","0.00","0.00"
"Lincoln","SD","3","1","1.00","0.00","0.00"
"Isabella","MI","3","1","1.00","0.00","0.00"
"Winnebago","IA","2","1","0.00","1.00","0.00"
"Winnebago","IL","10","1","0.00","1.00","0.00"
"Winnebago","WI","5","1","0.00","1.00","0.00"
"Cloud","KS","1","1","1.00","0.00","0.00"
"Anchorage","AK","5","1","1.00","0.00","0.00"
"Mille Lacs","MN","2","1","0.00","1.00","0.00"
"Issaquena","MS","1","1","0.00","0.00","1.00"
"Burke","ND","2","1","0.00","1.00","0.00"
"Wise","VA","5","1","1.00","0.00","0.00"
"Milam","TX","4","1","0.00","1.00","0.00"
"Itawamba","MS","1","1","1.00","0.00","0.00"
"Dorchester","MD","4","1","1.00","0.00","0.00"
"Boone","IN","3","1","1.00","0.00","0.00"
"Calcasieu","LA","3","1","0.00","0.00","1.00"
"Woodruff","AR","4","1","1.00","0.00","0.00"
"Woods","OK","1","1","1.00","0.00","0.00"
"Miami","OH","3","1","1.00","0.00","0.00"
"Woodward","OK","3","1","1.00","0.00","0.00"
"Doniphan","KS","3","1","1.00","0.00","0.00"
"Lincoln","WI","1","1","0.00","1.00","0.00"
"Worth","GA","3","1","0.00","1.00","0.00"
"Jackson","AR","2","1","0.00","1.00","0.00"
"Worth","MO","3","1","0.00","1.00","0.00"
"Wrangell","AK","3","1","1.00","0.00","0.00"
"Wright","IA","1","1","0.00","1.00","0.00"
"Wright","MN","5","1","0.00","1.00","0.00"
"Jackson","CO","1","1","1.00","0.00","0.00"
"Wyandotte","KS","5","1","0.00","1.00","0.00"
"Anson","NC","3","1","1.00","0.00","0.00"
"Jackson","FL","5","1","0.00","1.00","0.00"
"Mercer","PA","7","1","0.00","1.00","0.00"
"Jackson","GA","2","1","0.00","1.00","0.00"
"Cobb","GA","6","1","1.00","0.00","0.00"
"De Witt","IL","1","1","0.00","1.00","0.00"
"Dodge","GA","1","1","1.00","0.00","0.00"
"Yates","NY","5","1","0.00","0.00","1.00"
"Yauco","PR","1","1","0.00","1.00","0.00"
"Mercer","MO","1","1","1.00","0.00","0.00"
"Madison","IA","5","1","1.00","0.00","0.00"
"Yell","AR","3","1","0.00","0.00","1.00"
"Yellow Medicine","MN","2","1","1.00","0.00","0.00"
"Yellowstone","MT","6","1","1.00","0.00","0.00"
"Yolo","CA","3","1","0.00","1.00","0.00"
"York","ME","7","1","0.00","1.00","0.00"
"York","NE","1","1","0.00","1.00","0.00"
"Des Moines","IA","3","1","0.00","1.00","0.00"
"Menominee","MI","4","1","1.00","0.00","0.00"
"Young","TX","2","1","0.00","1.00","0.00"
"Cochran","TX","1","1","0.00","1.00","0.00"
"Mendocino","CA","8","1","1.00","0.00","0.00"
"Bulloch","GA","3","1","0.00","1.00","0.00"
"Jackson","KY","3","1","1.00","0.00","0.00"
"DeKalb","GA","5","1","0.00","1.00","0.00"
"AÃ±asco","PR","1","1","0.00","0.00","1.00"
"Jackson","MI","4","1","0.00","1.00","0.00"
"Dixie","FL","1","1","0.00","1.00","0.00"
"Linn","OR","2","1","1.00","0.00","0.00"
"Jackson","NC","3","1","0.00","1.00","0.00"
"Jackson","OH","2","1","0.00","0.00","1.00"
"Marion","KY","3","1","1.00","0.00","0.00"
"Jackson","OR","5","1","0.00","1.00","0.00"
"Jackson","SD","1","1","0.00","1.00","0.00"
"Jackson","WI","3","1","0.00","1.00","0.00"
"Jackson","WV","3","1","0.00","1.00","0.00"
"Jasper","GA","1","1","0.00","1.00","0.00"
"Mecosta","MI","2","1","1.00","0.00","0.00"
"Coffee","GA","1","1","0.00","0.00","1.00"
"Coffey","KS","1","1","1.00","0.00","0.00"
"Mecklenburg","VA","3","1","0.00","0.00","1.00"
"Litchfield","CT","3","1","1.00","0.00","0.00"
"Cole","MO","3","1","0.00","1.00","0.00"
"Brule","SD","2","1","0.00","0.00","1.00"
"Coleman","TX","3","1","0.00","0.00","1.00"
"Mecklenburg","NC","2","1","0.00","0.00","1.00"
"Meade","SD","2","1","0.00","1.00","0.00"
"Cabell","WV","4","1","1.00","0.00","0.00"
"Coles","IL","1","1","0.00","1.00","0.00"
"Jefferson","IA","3","1","0.00","1.00","0.00"
"Colfax","NE","2","1","0.00","1.00","0.00"
"Jefferson","IL","3","1","1.00","0.00","0.00"
"Livingston","IL","9","1","1.00","0.00","0.00"
"Jefferson","LA","7","1","1.00","0.00","0.00"
"Jefferson","MO","2","1","1.00","0.00","0.00"
"Livingston","KY","1","1","0.00","0.00","1.00"
"Jefferson","NE","2","1","0.00","1.00","0.00"
"McLean","ND","4","1","0.00","1.00","0.00"
"Madison","MO","4","1","0.00","1.00","0.00"
"Jefferson","OK","1","1","1.00","0.00","0.00"
"Jefferson","OR","2","1","0.00","1.00","0.00"
"McLean","KY","2","1","0.00","0.00","1.00"
"Livingston","MI","4","1","0.00","0.00","1.00"
"Jefferson","WA","2","1","0.00","1.00","0.00"
"McLean","IL","6","1","1.00","0.00","0.00"
"Jefferson","WV","1","1","0.00","0.00","1.00"
"Delaware","OH","3","1","1.00","0.00","0.00"
"Marshall","IA","2","1","0.00","1.00","0.00"
"Barry","MI","2","1","1.00","0.00","0.00"
"Burleigh","ND","5","1","0.00","1.00","0.00"
"Aurora","SD","2","1","1.00","0.00","0.00"
"Jersey","IL","1","1","0.00","1.00","0.00"
"Jessamine","KY","1","1","1.00","0.00","0.00"
"Colquitt","GA","2","1","0.00","0.00","1.00"
"Boulder","CO","7","1","0.00","0.00","1.00"
"Dare","NC","5","1","0.00","0.00","1.00"
"McKinley","NM","3","1","1.00","0.00","0.00"
"Johnson","KS","9","1","1.00","0.00","0.00"
"Austin","TX","2","1","1.00","0.00","0.00"
"Johnson","MO","1","1","1.00","0.00","0.00"
"Marquette","WI","1","1","0.00","0.00","1.00"
"Johnson","TN","1","1","0.00","0.00","1.00"
"Johnson","TX","5","1","1.00","0.00","0.00"
"Anderson","SC","5","1","0.00","1.00","0.00"
"Johnston","OK","2","1","0.00","1.00","0.00"
"Jones","GA","2","1","0.00","1.00","0.00"
"Dickson","TN","2","1","0.00","1.00","0.00"
"Columbia","WI","1","1","0.00","1.00","0.00"
"Brunswick","VA","3","1","0.00","0.00","1.00"
"Jones","SD","2","1","0.00","1.00","0.00"
"Columbus","NC","4","1","0.00","1.00","0.00"
"Judith Basin","MT","1","1","0.00","1.00","0.00"
"Autauga","AL","3","1","1.00","0.00","0.00"
"McKean","PA","2","1","0.00","0.00","1.00"
"Juniata","PA","4","1","0.00","1.00","0.00"
"Kalamazoo","MI","3","1","0.00","0.00","1.00"
"Madison","NY","9","1","0.00","0.00","1.00"
"Cabarrus","NC","4","1","0.00","0.00","1.00"
"Comanche","KS","1","1","1.00","0.00","0.00"
"Alleghany","NC","5","1","0.00","0.00","1.00"
"Kankakee","IL","4","1","0.00","0.00","1.00"
"Box Butte","NE","1","1","0.00","0.00","1.00"
"Dickinson","KS","4","1","0.00","1.00","0.00"
"Kaufman","TX","1","1","0.00","0.00","1.00"
"Kay","OK","2","1","1.00","0.00","0.00"
"Kearney","NE","2","1","0.00","1.00","0.00"
"ComerÃ­o","PR","1","1","1.00","0.00","0.00"
"Bryan","OK","2","1","1.00","0.00","0.00"
"Palo Alto","IA","2","1","0.00","1.00","0.00"
"Concordia","LA","2","1","1.00","0.00","0.00"
"Pamlico","NC","5","1","0.00","0.00","1.00"
"Conecuh","AL","3","1","1.00","0.00","0.00"
"Park","CO","2","1","0.00","1.00","0.00"
"Bailey","TX","2","1","0.00","1.00","0.00"
"Park","WY","2","1","0.00","1.00","0.00"
"Parke","IN","3","1","0.00","1.00","0.00"
"Parker","TX","1","1","0.00","1.00","0.00"
"Fayette","AL","1","1","0.00","1.00","0.00"
"Page","VA","2","1","0.00","1.00","0.00"
"Page","IA","2","1","1.00","0.00","0.00"
"Fayette","GA","3","1","0.00","0.00","1.00"
"Paulding","GA","1","1","1.00","0.00","0.00"
"Kenedy","TX","1","1","1.00","0.00","0.00"
"Fayette","IA","5","1","1.00","0.00","0.00"
"Pawnee","NE","3","1","0.00","0.00","1.00"
"Pawnee","OK","2","1","0.00","1.00","0.00"
"Payne","OK","2","1","0.00","1.00","0.00"
"Aleutians West","AK","2","1","1.00","0.00","0.00"
"Alexander","IL","1","1","0.00","1.00","0.00"
"Kennebec","ME","6","1","0.00","0.00","1.00"
"Madison","OH","2","1","1.00","0.00","0.00"
"Pemiscot","MO","4","1","1.00","0.00","0.00"
"Fayette","KY","4","1","0.00","0.00","1.00"
"Dickey","ND","1","1","1.00","0.00","0.00"
"Pendleton","WV","3","1","0.00","0.00","1.00"
"Pennington","SD","2","1","0.00","1.00","0.00"
"Pacific","WA","4","1","0.00","0.00","1.00"
"Dickenson","VA","2","1","0.00","0.00","1.00"
"Anderson","TN","3","1","0.00","1.00","0.00"
"Perkins","NE","2","1","0.00","1.00","0.00"
"Perry","AR","2","1","0.00","1.00","0.00"
"Marquette","MI","1","1","0.00","1.00","0.00"
"Kent","RI","3","1","1.00","0.00","0.00"
"Carolina","PR","2","1","0.00","1.00","0.00"
"Carroll","GA","7","1","1.00","0.00","0.00"
"Ozark","MO","1","1","0.00","1.00","0.00"
"Faribault","MN","5","1","0.00","1.00","0.00"
"Pershing","NV","2","1","0.00","1.00","0.00"
"Conway","AR","6","1","1.00","0.00","0.00"
"Petroleum","MT","2","1","1.00","0.00","0.00"
"Caribou","ID","2","1","1.00","0.00","0.00"
"Carroll","IN","2","1","1.00","0.00","0.00"
"Fergus","MT","2","1","1.00","0.00","0.00"
"Outagamie","WI","7","1","0.00","1.00","0.00"
"Ferry","WA","2","1","0.00","1.00","0.00"
"Fillmore","MN","1","1","0.00","0.00","1.00"
"Fillmore","NE","2","1","0.00","1.00","0.00"
"Carroll","MD","2","1","1.00","0.00","0.00"
"Belknap","NH","6","1","0.00","1.00","0.00"
"Keokuk","IA","2","1","1.00","0.00","0.00"
"Arenac","MI","2","1","0.00","0.00","1.00"
"Florence","SC","2","1","1.00","0.00","0.00"
"Pierce","ND","1","1","1.00","0.00","0.00"
"Ouachita","AR","2","1","1.00","0.00","0.00"
"Floyd","GA","1","1","0.00","1.00","0.00"
"Carroll","TN","4","1","0.00","1.00","0.00"
"Ottawa","OK","1","1","0.00","0.00","1.00"
"Pike","GA","2","1","0.00","0.00","1.00"
"Pike","IL","3","1","0.00","1.00","0.00"
"Floyd","VA","1","1","0.00","1.00","0.00"
"Pike","KY","10","1","1.00","0.00","0.00"
"Fluvanna","VA","2","1","1.00","0.00","0.00"
"McCurtain","OK","3","1","0.00","0.00","1.00"
"Kerr","TX","4","1","1.00","0.00","0.00"
"Ottawa","OH","4","1","0.00","1.00","0.00"
"Kershaw","SC","2","1","0.00","1.00","0.00"
"Pinal","AZ","7","1","0.00","1.00","0.00"
"Baker","FL","1","1","0.00","1.00","0.00"
"Ottawa","KS","2","1","0.00","1.00","0.00"
"McCulloch","TX","2","1","1.00","0.00","0.00"
"Piscataquis","ME","3","1","0.00","0.00","1.00"
"Forest","PA","3","1","0.00","1.00","0.00"
"Pittsburg","OK","6","1","0.00","1.00","0.00"
"Pittsylvania","VA","6","1","0.00","1.00","0.00"
"Piute","UT","2","1","1.00","0.00","0.00"
"Forrest","MS","3","1","1.00","0.00","0.00"
"Plaquemines","LA","4","1","0.00","0.00","1.00"
"Cooke","TX","1","1","1.00","0.00","0.00"
"Forsyth","GA","3","1","1.00","0.00","0.00"
"Forsyth","NC","6","1","1.00","0.00","0.00"
"Plumas","CA","6","1","1.00","0.00","0.00"
"Cooper","MO","2","1","1.00","0.00","0.00"
"Coos","NH","5","1","0.00","1.00","0.00"
"Pocahontas","WV","5","1","0.00","1.00","0.00"
"Poinsett","AR","1","1","0.00","1.00","0.00"
"Otoe","NE","3","1","0.00","1.00","0.00"
"Polk","AR","3","1","1.00","0.00","0.00"
"Polk","FL","9","1","0.00","0.00","1.00"
"Polk","IA","11","1","1.00","0.00","0.00"
"McCreary","KY","2","1","1.00","0.00","0.00"
"Polk","MO","3","1","0.00","1.00","0.00"
"Fountain","IN","2","1","0.00","1.00","0.00"
"Otero","CO","1","1","1.00","0.00","0.00"
"King and Queen","VA","4","1","0.00","0.00","1.00"
"Franklin","ID","1","1","0.00","1.00","0.00"
"Bracken","KY","2","1","1.00","0.00","0.00"
"Franklin","IN","3","1","1.00","0.00","0.00"
"Arlington","VA","3","1","0.00","1.00","0.00"
"Pope","AR","1","1","0.00","1.00","0.00"
"Carteret","NC","4","1","0.00","1.00","0.00"
"Butte","SD","1","1","1.00","0.00","0.00"
"Portage","WI","6","1","1.00","0.00","0.00"
"Kingfisher","OK","3","1","0.00","0.00","1.00"
"Portsmouth","VA","1","1","0.00","1.00","0.00"
"Posey","IN","2","1","0.00","1.00","0.00"
"Franklin","ME","3","1","1.00","0.00","0.00"
"Pottawatomie","OK","1","1","0.00","1.00","0.00"
"Pottawattamie","IA","1","1","1.00","0.00","0.00"
"Potter","PA","2","1","1.00","0.00","0.00"
"Kingman","KS","1","1","1.00","0.00","0.00"
"Potter","TX","2","1","0.00","0.00","1.00"
"Carver","MN","4","1","0.00","0.00","1.00"
"Cascade","MT","5","1","0.00","1.00","0.00"
"Power","ID","1","1","1.00","0.00","0.00"
"Poweshiek","IA","4","1","0.00","0.00","1.00"
"Bennington","VT","3","1","1.00","0.00","0.00"
"Fairfield","OH","7","1","1.00","0.00","0.00"
"Fairbanks North Star","AK","2","1","0.00","0.00","1.00"
"Evangeline","LA","2","1","1.00","0.00","0.00"
"Preston","WV","3","1","1.00","0.00","0.00"
"Price","WI","3","1","0.00","1.00","0.00"
"Kings","CA","2","1","1.00","0.00","0.00"
"Adams","CO","4","1","0.00","1.00","0.00"
"McCook","SD","1","1","0.00","1.00","0.00"
"Franklin","VT","8","1","1.00","0.00","0.00"
"Frederick","MD","5","1","0.00","1.00","0.00"
"Etowah","AL","4","1","0.00","1.00","0.00"
"Bradford","PA","8","1","0.00","0.00","1.00"
"Cass","IN","3","1","1.00","0.00","0.00"
"Aleutians East","AK","1","1","0.00","1.00","0.00"
"Freeborn","MN","5","1","1.00","0.00","0.00"
"Freestone","TX","2","1","0.00","1.00","0.00"
"Carbon","MT","3","1","0.00","0.00","1.00"
"Pulaski","MO","2","1","0.00","1.00","0.00"
"Baker","OR","3","1","1.00","0.00","0.00"
"Fremont","IA","1","1","0.00","1.00","0.00"
"Fremont","ID","3","1","0.00","1.00","0.00"
"Putnam","IL","2","1","1.00","0.00","0.00"
"Essex","VA","2","1","1.00","0.00","0.00"
"Baldwin","AL","8","1","1.00","0.00","0.00"
"Kitsap","WA","5","1","1.00","0.00","0.00"
"Putnam","OH","4","1","0.00","1.00","0.00"
"Fulton","IL","8","1","1.00","0.00","0.00"
"Putnam","WV","8","1","1.00","0.00","0.00"
"Kittitas","WA","3","1","1.00","0.00","0.00"
"Cass","MI","2","1","0.00","0.00","1.00"
"Branch","MI","2","1","0.00","1.00","0.00"
"Mariposa","CA","3","1","1.00","0.00","0.00"
"Rabun","GA","1","1","0.00","1.00","0.00"
"Brazoria","TX","3","1","1.00","0.00","0.00"
"Orange","IN","3","1","1.00","0.00","0.00"
"Ralls","MO","2","1","1.00","0.00","0.00"
"Lorain","OH","3","1","1.00","0.00","0.00"
"Fulton","OH","4","1","0.00","0.00","1.00"
"Benton","AR","8","1","0.00","0.00","1.00"
"Gage","NE","4","1","0.00","0.00","1.00"
"Randolph","AR","4","1","0.00","1.00","0.00"
"Onslow","NC","6","1","1.00","0.00","0.00"
"Barrow","GA","2","1","1.00","0.00","0.00"
"Essex","NJ","5","1","0.00","1.00","0.00"
"Gallatin","IL","3","1","0.00","1.00","0.00"
"Breckinridge","KY","3","1","0.00","1.00","0.00"
"Oldham","TX","1","1","0.00","0.00","1.00"
"Gallatin","MT","3","1","1.00","0.00","0.00"
"Rapides","LA","3","1","0.00","1.00","0.00"
"Cottonwood","MN","2","1","1.00","0.00","0.00"
"Oldham","KY","3","1","0.00","1.00","0.00"
"Rawlins","KS","1","1","1.00","0.00","0.00"
"Davie","NC","2","1","0.00","1.00","0.00"
"Knox","MO","3","1","0.00","0.00","1.00"
"Garfield","CO","1","1","0.00","1.00","0.00"
"Adair","IA","4","1","0.00","1.00","0.00"
"Red Willow","NE","3","1","0.00","1.00","0.00"
"Garland","AR","2","1","1.00","0.00","0.00"
"Reeves","TX","2","1","1.00","0.00","0.00"
"Refugio","TX","4","1","1.00","0.00","0.00"
"Reno","KS","4","1","0.00","1.00","0.00"
"Knox","NE","3","1","1.00","0.00","0.00"
"Benton","IN","1","1","1.00","0.00","0.00"
"Benton","MO","2","1","0.00","1.00","0.00"
"Republic","KS","2","1","0.00","0.00","1.00"
"Garza","TX","2","1","1.00","0.00","0.00"
"Rhea","TN","2","1","0.00","1.00","0.00"
"Bremer","IA","6","1","1.00","0.00","0.00"
"Loudoun","VA","4","1","0.00","1.00","0.00"
"Brevard","FL","3","1","0.00","0.00","1.00"
"Richardson","NE","2","1","1.00","0.00","0.00"
"Daviess","IN","3","1","0.00","1.00","0.00"
"Catoosa","GA","2","1","1.00","0.00","0.00"
"Escambia","FL","8","1","0.00","0.00","1.00"
"Okfuskee","OK","2","1","1.00","0.00","0.00"
"Richland","SC","2","1","0.00","1.00","0.00"
"Geauga","OH","7","1","0.00","0.00","1.00"
"Richmond","GA","2","1","0.00","1.00","0.00"
"Koochiching","MN","2","1","1.00","0.00","0.00"
"Cape May","NJ","4","1","0.00","1.00","0.00"
"Buchanan","MO","4","1","0.00","1.00","0.00"
"Cattaraugus","NY","10","1","0.00","1.00","0.00"
"Benton","OR","5","1","0.00","1.00","0.00"
"Ripley","IN","5","1","0.00","1.00","0.00"
"Ripley","MO","1","1","0.00","0.00","1.00"
"Ritchie","WV","6","1","0.00","1.00","0.00"
"Ohio","WV","2","1","1.00","0.00","0.00"
"Roane","WV","3","1","0.00","0.00","1.00"
"Roanoke","VA","2","1","1.00","0.00","0.00"
"Roberts","SD","3","1","0.00","1.00","0.00"
"Ashland","OH","3","1","1.00","0.00","0.00"
"Robertson","TN","1","1","1.00","0.00","0.00"
"Robertson","TX","3","1","0.00","1.00","0.00"
"Kosciusko","IN","5","1","1.00","0.00","0.00"
"Ohio","KY","4","1","0.00","1.00","0.00"
"Cowley","KS","3","1","0.00","1.00","0.00"
"Cowlitz","WA","1","1","0.00","1.00","0.00"
"Becker","MN","4","1","0.00","1.00","0.00"
"Rockcastle","KY","2","1","1.00","0.00","0.00"
"La Paz","AZ","1","1","0.00","1.00","0.00"
"Beaverhead","MT","2","1","1.00","0.00","0.00"
"Rockingham","NH","9","1","0.00","1.00","0.00"
"Elmore","ID","1","1","1.00","0.00","0.00"
"Rockland","NY","6","1","0.00","1.00","0.00"
"Rockwall","TX","1","1","0.00","0.00","1.00"
"Rogers","OK","5","1","0.00","1.00","0.00"
"Gibson","TN","5","1","1.00","0.00","0.00"
"Craig","OK","4","1","1.00","0.00","0.00"
"Campbell","VA","2","1","1.00","0.00","0.00"
"Ellis","TX","2","1","0.00","1.00","0.00"
"Gillespie","TX","4","1","1.00","0.00","0.00"
"Roseau","MN","3","1","0.00","1.00","0.00"
"Cedar","MO","3","1","1.00","0.00","0.00"
"Ross","OH","1","1","1.00","0.00","0.00"
"Alachua","FL","8","1","1.00","0.00","0.00"
"Labette","KS","3","1","0.00","1.00","0.00"
"Nowata","OK","2","1","0.00","0.00","1.00"
"Ceiba","PR","1","1","1.00","0.00","0.00"
"Nottoway","VA","3","1","1.00","0.00","0.00"
"Cerro Gordo","IA","5","1","0.00","1.00","0.00"
"Lac qui Parle","MN","1","1","1.00","0.00","0.00"
"Ellis","OK","3","1","0.00","1.00","0.00"
"Russell","KS","4","1","1.00","0.00","0.00"
"Glynn","GA","3","1","1.00","0.00","0.00"
"Rutherford","NC","3","1","0.00","1.00","0.00"
"Beaver","PA","6","1","0.00","0.00","1.00"
"Sabine","LA","1","1","0.00","1.00","0.00"
"Campbell","SD","1","1","0.00","1.00","0.00"
"Gonzales","TX","4","1","1.00","0.00","0.00"
"Campbell","KY","2","1","1.00","0.00","0.00"
"Alger","MI","4","1","0.00","1.00","0.00"
"Saguache","CO","2","1","0.00","1.00","0.00"
"Salem","NJ","1","1","0.00","0.00","1.00"
"Nodaway","MO","3","1","0.00","1.00","0.00"
"Nobles","MN","1","1","1.00","0.00","0.00"
"Saline","KS","1","1","0.00","1.00","0.00"
"Noble","OK","3","1","0.00","1.00","0.00"
"Gordon","GA","2","1","0.00","1.00","0.00"
"Goshen","WY","2","1","1.00","0.00","0.00"
"Gosper","NE","1","1","1.00","0.00","0.00"
"Sampson","NC","2","1","1.00","0.00","0.00"
"San Benito","CA","1","1","1.00","0.00","0.00"
"Camp","TX","3","1","0.00","0.00","1.00"
"Noble","IN","3","1","0.00","1.00","0.00"
"Nicollet","MN","1","1","1.00","0.00","0.00"
"Zavala","TX","1","0",NULL,NULL,NULL
"Adair","KY","1","0",NULL,NULL,NULL
"Adair","MO","6","0",NULL,NULL,NULL
"Adair","OK","2","0",NULL,NULL,NULL
"Adams","ID","1","0",NULL,NULL,NULL
"Adams","ND","1","0",NULL,NULL,NULL
"Adams","NE","1","0",NULL,NULL,NULL
"Addison","VT","1","0",NULL,NULL,NULL
"Adjuntas","PR","1","0",NULL,NULL,NULL
"Aguas Buenas","PR","1","0",NULL,NULL,NULL
"Aiken","SC","3","0",NULL,NULL,NULL
"Aitkin","MN","1","0",NULL,NULL,NULL
"Alamance","NC","5","0",NULL,NULL,NULL
"Alamosa","CO","1","0",NULL,NULL,NULL
"Albany","WY","1","0",NULL,NULL,NULL
"Albemarle","VA","2","0",NULL,NULL,NULL
"Alcona","MI","7","0",NULL,NULL,NULL
"Alcorn","MS","1","0",NULL,NULL,NULL
"Alexandria","VA","3","0",NULL,NULL,NULL
"Alfalfa","OK","2","0",NULL,NULL,NULL
"Allamakee","IA","2","0",NULL,NULL,NULL
"Allegan","MI","4","0",NULL,NULL,NULL
"Allen","IN","2","0",NULL,NULL,NULL
"Allen","LA","2","0",NULL,NULL,NULL
"Amador","CA","2","0",NULL,NULL,NULL
"Anderson","KY","1","0",NULL,NULL,NULL
"Androscoggin","ME","1","0",NULL,NULL,NULL
"Antrim","MI","1","0",NULL,NULL,NULL
"Appling","GA","1","0",NULL,NULL,NULL
"Appomattox","VA","2","0",NULL,NULL,NULL
"Aransas","TX","1","0",NULL,NULL,NULL
"Archer","TX","1","0",NULL,NULL,NULL
"Archuleta","CO","1","0",NULL,NULL,NULL
"Arecibo","PR","1","0",NULL,NULL,NULL
"Armstrong","PA","2","0",NULL,NULL,NULL
"Ascension","LA","1","0",NULL,NULL,NULL
"Ashland","WI","2","0",NULL,NULL,NULL
"Atchison","KS","4","0",NULL,NULL,NULL
"Atchison","MO","1","0",NULL,NULL,NULL
"Attala","MS","1","0",NULL,NULL,NULL
"Auglaize","OH","2","0",NULL,NULL,NULL
"Avoyelles","LA","5","0",NULL,NULL,NULL
"Baker","GA","1","0",NULL,NULL,NULL
"Ballard","KY","1","0",NULL,NULL,NULL
"Bamberg","SC","2","0",NULL,NULL,NULL
"Bandera","TX","2","0",NULL,NULL,NULL
"Banks","GA","1","0",NULL,NULL,NULL
"Banner","NE","1","0",NULL,NULL,NULL
"Bannock","ID","2","0",NULL,NULL,NULL
"Baraga","MI","1","0",NULL,NULL,NULL
"Barbour","AL","1","0",NULL,NULL,NULL
"Barbour","WV","2","0",NULL,NULL,NULL
"Barnwell","SC","1","0",NULL,NULL,NULL
"Barranquitas","PR","1","0",NULL,NULL,NULL
"Barron","WI","2","0",NULL,NULL,NULL
"Barry","MO","1","0",NULL,NULL,NULL
"Bartholomew","IN","1","0",NULL,NULL,NULL
"Barton","KS","3","0",NULL,NULL,NULL
"Barton","MO","1","0",NULL,NULL,NULL
"Bartow","GA","2","0",NULL,NULL,NULL
"Bastrop","TX","1","0",NULL,NULL,NULL
"Bates","MO","6","0",NULL,NULL,NULL
"Bay","MI","1","0",NULL,NULL,NULL
"Beadle","SD","4","0",NULL,NULL,NULL
"Bear Lake","ID","3","0",NULL,NULL,NULL
"Beaufort","NC","1","0",NULL,NULL,NULL
"Beauregard","LA","2","0",NULL,NULL,NULL
"Beaver","OK","1","0",NULL,NULL,NULL
"Beaver","UT","2","0",NULL,NULL,NULL
"Beckham","OK","1","0",NULL,NULL,NULL
"Bedford","TN","2","0",NULL,NULL,NULL
"Bedford","VA","2","0",NULL,NULL,NULL
"Bell","KY","5","0",NULL,NULL,NULL
"Ben Hill","GA","1","0",NULL,NULL,NULL
"Benewah","ID","3","0",NULL,NULL,NULL
"Benson","ND","1","0",NULL,NULL,NULL
"Bent","CO","1","0",NULL,NULL,NULL
"Benton","IA","6","0",NULL,NULL,NULL
"Benton","MS","1","0",NULL,NULL,NULL
"Benton","TN","1","0",NULL,NULL,NULL
"Berkeley","SC","6","0",NULL,NULL,NULL
"Berkeley","WV","5","0",NULL,NULL,NULL
"Billings","ND","1","0",NULL,NULL,NULL
"Blackford","IN","1","0",NULL,NULL,NULL
"Bladen","NC","2","0",NULL,NULL,NULL
"Blaine","MT","2","0",NULL,NULL,NULL
"Blaine","NE","1","0",NULL,NULL,NULL
"Bleckley","GA","1","0",NULL,NULL,NULL
"Blount","AL","2","0",NULL,NULL,NULL
"Boise","ID","2","0",NULL,NULL,NULL
"Bon Homme","SD","2","0",NULL,NULL,NULL
"Bond","IL","2","0",NULL,NULL,NULL
"Boone","IA","1","0",NULL,NULL,NULL
"Boone","IL","1","0",NULL,NULL,NULL
"Boone","NE","2","0",NULL,NULL,NULL
"Bossier","LA","4","0",NULL,NULL,NULL
"Bottineau","ND","3","0",NULL,NULL,NULL
"Boundary","ID","2","0",NULL,NULL,NULL
"Bourbon","KY","1","0",NULL,NULL,NULL
"Bowie","TX","3","0",NULL,NULL,NULL
"Bowman","ND","1","0",NULL,NULL,NULL
"Boyd","NE","1","0",NULL,NULL,NULL
"Boyle","KY","1","0",NULL,NULL,NULL
"Bradford","FL","1","0",NULL,NULL,NULL
"Bradley","AR","1","0",NULL,NULL,NULL
"Bradley","TN","3","0",NULL,NULL,NULL
"Brewster","TX","2","0",NULL,NULL,NULL
"Bristol","RI","1","0",NULL,NULL,NULL
"Bronx","NY","7","0",NULL,NULL,NULL
"Brookings","SD","1","0",NULL,NULL,NULL
